_id;country;utility name;utility code;utility ID;year;Type of connection;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
1;country;utility name;utility code;utility ID;year;Type of connection; Total number of connections (residential and non-residential) in the utility area;Total Number of residential connections in the utility area;Total electricity sold per year (MWh);Length of distribution network (km) ;Total number of employees ;Average wholesale price paid per MWh (local nominal currency);Average transmission charges per MWh purchased (local nominal currency);OPEX (operation expenditures) of the distribution services (local nominal currency);CAPEX (captial expenditures) of the distribution services (local nominal currency) ;TOTEX (total expenditures) of the distribution network (local nominal currency);Energy losses in distribution per year (due to technical losses and illegal connections) %;Energy losses in distribution per year due to technical losses %;Energy losses in distribution per year due to non-technical losses (illegal connections) %;Average duration of interruptions per subscriber (hours/year);Average frequency of interruptions per subscriber (# interruptions / year);Number of residential subscribers per 100 households in the concession area (Residential coverage) # / 100 households;Number of customer complaints per year;Average duration between customer complaint and the solution of the problem (hours);Average residential tariff (local nominal currency / MWh);Average industrial tariff (local nominal currency / MWh);Installation Cost (residential) local nominal currency;Installation Cost (Industrial) local nominal currency;Year of privatization;Residencial conexions per employee;Energy sold per employee
2;country;name;code;id_conce;year;typ_conc;n_con;n_rd_con;mwh_sold;length_net;n_wrks;whosale_price_p;transm_chrs_p;opex;capex;totex;d_losses;d_losses_t;d_losses_c;dur_interr;freq_interr;coverage;complains;dur_problem;avg_rd_tariff_p;avg_in_tariff_p;inst_rd_price_p;inst_in_price_p;d_priv;rd_cn_wkr;mwh_wkr
3359;Argentina;Cooperativa Electrica de Chacabuco Ltda.;Coop CHACABUCO;90252;2001;Elec - Distribution;17866;;61100;1707.94;113;;;;;;0.1255;;;;;;;;;;;;0;;5.407.079.646
3360;Argentina;Cooperativa Electrica de Chacabuco Ltda.;Coop CHACABUCO;90252;2002;Elec - Distribution;17525;;59500;1716.4;113;;;;;;0.1255;;;;;;;;;;;;0;;5.265.486.726
3361;Argentina;Cooperativa Electrica de Chacabuco Ltda.;Coop CHACABUCO;90252;2003;Elec - Distribution;17871;;61400;1725.42;113;;;;;;;;;;;;;;;;;;0;;5.433.628.319
3362;Argentina;Cooperativa Electrica de Chacabuco Ltda.;Coop CHACABUCO;90252;2004;Elec - Distribution;18173;;71340;1554.9;107;;;;;;;;;;;;;;;;;;0;;666.728.972
3363;Argentina;Cooperativa Electrica de Chacabuco Ltda.;Coop CHACABUCO;90252;2005;Elec - Distribution;18173;;71340;1554.9;107;;;;;;;;;;;;;;;;;;0;;666.728.972
3364;Argentina;Cooperativa Electrica de Chacabuco Ltda.;Coop CHACABUCO;90252;2006;Elec - Distribution;18173;;71340;1554.9;107;;;;;;;;;;;;;;;;;;;;
3365;Argentina;Cooperativa Ltda. De Consumo de Electricidad y Servicios Anexos de Olavarria;Coop OLAVARRIA;90253;1994;Elec - Distribution;;;;;;;;;;;;;;;;;;;;;;;0;;
3366;Argentina;Cooperativa Ltda. De Consumo de Electricidad y Servicios Anexos de Olavarria;Coop OLAVARRIA;90253;1995;Elec - Distribution;;;;;;;;;;;;;;;;;;;;;;;0;;
3367;Argentina;Cooperativa Ltda. De Consumo de Electricidad y Servicios Anexos de Olavarria;Coop OLAVARRIA;90253;1996;Elec - Distribution;;;;;;;;;;;;;;;;;;;;;;;0;;
3368;Argentina;Cooperativa Ltda. De Consumo de Electricidad y Servicios Anexos de Olavarria;Coop OLAVARRIA;90253;1997;Elec - Distribution;;;;;;;;;;;;;;;;;;;;;;;0;;
3369;Argentina;Cooperativa Ltda. De Consumo de Electricidad y Servicios Anexos de Olavarria;Coop OLAVARRIA;90253;1998;Elec - Distribution;;;;;;;;;;;;;;;;;;;;;;;0;;
3370;Argentina;Cooperativa Ltda. De Consumo de Electricidad y Servicios Anexos de Olavarria;Coop OLAVARRIA;90253;1999;Elec - Distribution;;;;;;;;;;;;;;;;;;;;;;;0;;
3371;Argentina;Cooperativa Ltda. De Consumo de Electricidad y Servicios Anexos de Olavarria;Coop OLAVARRIA;90253;2000;Elec - Distribution;39251;;133600;2406;171;;;;;;0.0921;;;;;;;;;;;;0;;7.812.865.497
3372;Argentina;Cooperativa Ltda. De Consumo de Electricidad y Servicios Anexos de Olavarria;Coop OLAVARRIA;90253;2001;Elec - Distribution;39643;;132400;2414;177;;;;;;0.1031;;;;;;;;;;;;0;;7.480.225.989
3373;Argentina;Cooperativa Ltda. De Consumo de Electricidad y Servicios Anexos de Olavarria;Coop OLAVARRIA;90253;2002;Elec - Distribution;39643;;132400;2414;177;;;;;;0.1031;;;;;;;;;;;;0;;7.480.225.989
3374;Argentina;Cooperativa Ltda. De Consumo de Electricidad y Servicios Anexos de Olavarria;Coop OLAVARRIA;90253;2003;Elec - Distribution;38695;;117350;2369;180;;;;;;;;;;;;;;;;;;0;;6.519.444.444
3375;Argentina;Cooperativa Ltda. De Consumo de Electricidad y Servicios Anexos de Olavarria;Coop OLAVARRIA;90253;2004;Elec - Distribution;39526;;141.590.164;2.395.874.374;155;;;;;;;;;;;;;;;;;;0;;913.484.929
3376;Argentina;Cooperativa Ltda. De Consumo de Electricidad y Servicios Anexos de Olavarria;Coop OLAVARRIA;90253;2005;Elec - Distribution;40494;;145000;2481;165;;;;;;;;;;;;;;;;;;0;;8.787.878.788
3377;Argentina;Cooperativa Ltda. De Consumo de Electricidad y Servicios Anexos de Olavarria;Coop OLAVARRIA;90253;2006;Elec - Distribution;40494;;145000;2481;165;;;;;;;;;;;;;;;;;;;;
3378;Argentina;Cooperativa Agropecuaria de Tandil Limitada ;Coop TANDIL;90254;1994;Elec - Distribution;;;;;;;;;;;;;;;;;;;;;;;0;;
3379;Argentina;Cooperativa Agropecuaria de Tandil Limitada ;Coop TANDIL;90254;1995;Elec - Distribution;;;;;;;;;;;;;;;;;;;;;;;0;;
3380;Argentina;Cooperativa Agropecuaria de Tandil Limitada ;Coop TANDIL;90254;1996;Elec - Distribution;;;;;;;;;;;;;;;;;;;;;;;0;;
3381;Argentina;Cooperativa Agropecuaria de Tandil Limitada ;Coop TANDIL;90254;1997;Elec - Distribution;;;;;;;;;;;;;;;;;;;;;;;0;;
3382;Argentina;Cooperativa Agropecuaria de Tandil Limitada ;Coop TANDIL;90254;1998;Elec - Distribution;;;;;;;;;;;;;;;;;;;;;;;0;;
3383;Argentina;Cooperativa Agropecuaria de Tandil Limitada ;Coop TANDIL;90254;1999;Elec - Distribution;;;;;;;;;;;;;;;;;;;;;;;0;;
3384;Argentina;Cooperativa Agropecuaria de Tandil Limitada ;Coop TANDIL;90254;2000;Elec - Distribution;38914;;148024;1213.1;137;;;;;;0.083;;;;;;;;;;;;0;;1.080.467.153
3385;Argentina;Cooperativa Agropecuaria de Tandil Limitada ;Coop TANDIL;90254;2001;Elec - Distribution;39737;;170140;993;133;;;;;;0.0802;;;;;;;;;;;;0;;127.924.812
3386;Argentina;Cooperativa Agropecuaria de Tandil Limitada ;Coop TANDIL;90254;2002;Elec - Distribution;40115;;166990;1151;134;;;;;;0.0966;;;;;;;;;;;;0;;124.619.403
3387;Argentina;Cooperativa Agropecuaria de Tandil Limitada ;Coop TANDIL;90254;2003;Elec - Distribution;41503;;159000;11.706.121;131;;;;;;;;;;;;;;;;;;0;;1.213.740.458
3388;Argentina;Cooperativa Agropecuaria de Tandil Limitada ;Coop TANDIL;90254;2004;Elec - Distribution;42867;;170160;1178;128;;;;;;;;;;;;;;;;;;0;;1.329.375
3389;Argentina;Cooperativa Agropecuaria de Tandil Limitada ;Coop TANDIL;90254;2005;Elec - Distribution;44131;;193000;1216;121;;;;;;;;;;;;;;;;;;0;;1.595.041.322
3390;Argentina;Cooperativa Agropecuaria de Tandil Limitada ;Coop TANDIL;90254;2006;Elec - Distribution;44131;;193000;1216;121;;;;;;;;;;;;;;;;;;;;
3391;Belize ;Belize Electricity Limited ;BEL;207001;1992;Elec - Distribution ;;;;;;;;;;;;;;;;;;;;;;;1;;
3392;Belize ;Belize Electricity Limited ;BEL;207001;1993;Elec - Distribution ;;;;;;;;;;;;;;;;;;;;;;;1;;
3393;Belize ;Belize Electricity Limited ;BEL;207001;1994;Elec - Distribution ;;;;;;;;;;;;;;;;;;;;;;;1;;
3394;Belize ;Belize Electricity Limited ;BEL;207001;1995;Elec - Distribution ;;;;;;;;;;;;;;;;;;;;;;;1;;
3395;Belize ;Belize Electricity Limited ;BEL;207001;1996;Elec - Distribution ;43713;38553;159538;;426;;;;10457000;;0.096;;;;;;;;;;;;1;90.5;3.745.023.474
3396;Belize ;Belize Electricity Limited ;BEL;207001;1997;Elec - Distribution ;46165;40553;172267;;358;;;;32594000;;0.129;;;;;;;;;;;;1;1.132.765.363;4.811.927.374
3397;Belize ;Belize Electricity Limited ;BEL;207001;1998;Elec - Distribution ;48829;42735;186731;;357;;;;37700000;;0.123;;;;;;;;;;;;1;1.197.058.824;5.230.560.224
3398;Belize ;Belize Electricity Limited ;BEL;207001;1999;Elec - Distribution ;50835;44745;198799;;374;;;;16703000;;0.135;;;;;;;;;;;;1;1.196.390.374;5.315.481.283
3399;Belize ;Belize Electricity Limited ;BEL;207001;2000;Elec - Distribution ;53151;52632;229352;;296;1.210.085.897;180;;29754000;;0.123;;;;;;;;;;;;1;1.778.108.108;7.748.378.378
3400;Belize ;Belize Electricity Limited ;BEL;207001;2001;Elec - Distribution ;57083;56599;256715;;244;1.291.930.124;179;18315000;39029000;57344000;0.125;;;28.47;16.29;;;;;;;;1;2.319.631.148;1.052.110.656
3401;Belize ;Belize Electricity Limited ;BEL;207001;2002;Elec - Distribution ;59815;59362;278946;;237;1.323.926.863;160;16020000;29095000;45115000;0.115;;;;;;;;334;375;;;1;2.504.725.738;1.176.987.342
3402;Belize ;Belize Electricity Limited ;BEL;207001;2003;Elec - Distribution ;63076;62544;307553;;242;1.503.463.625;150;16847000;53964000;70811000;0.115;;;;;;;;;;;;1;258.446.281;1.270.880.165
3403;Belize ;Belize Electricity Limited ;BEL;207001;2004;Elec - Distribution ;66081;65544;329977;;248;1.485.546.272;140;16895000;25512000;42407000;0.127;;;;;;;;334;425;;;1;2.642.903.226;1.330.552.419
3404;Belize ;Belize Electricity Limited ;BEL;207001;2005;Elec - Distribution ;68635;68041;349726;;244;1.384.609.619;151;17700000;25203000;42903000;0.134;;;36.5;36.7;;;;;;200;;1;2.788.565.574;1.433.303.279
3405;Belize ;Belize Electricity Limited ;BEL;207002;2006;Elec - Distribution ;70957;70279;359593;;243;1.617.805.848;162;18883000;32045000;50928000;0.139;;;9.08;9.28;;;;420;530;;;1;2.892.139.918;1.479.806.584
3406;Belize ;Belize Electricity Limited ;BEL;207002;2007;Elec - Distribution ;;;380937;;;;160;;;;;;;;;;;;445;540;;;1;;
3407;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;1987;Elec - Distribution;18195;15915;49912;;102;;;;;;0.074074074;;;;;0.437;;;;;;;0;1.560.294.118;4.893.333.333
3408;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;1988;Elec - Distribution;18972;16493;57260;;101;;;;;;0.079365079;;;;;0.451;;;;;;;0;1.632.970.297;5.669.306.931
3409;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;1989;Elec - Distribution;19763;17051;59898;;111;;;;;;0.090909091;;;;;0.408984987;;;;;;;0;1.536.126.126;5.396.216.216
3410;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;1990;Elec - Distribution;20809;18298;62334.7;;1.170.028.489;;;;;;0.092;;;;;0.370884079;;;1.215.259;1.377.082;;;0;1.563.893.543;532.762.241
3411;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;1991;Elec - Distribution;22206;19367;64493.83;;1.233.303.303;;;;;;0.0875;;;;;0.336332639;;;171.888;1.915.835;;;0;1.570.335.534;522.935.679
3412;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;1992;Elec - Distribution;23741;20548;68242.91;;130;;;;;;0.0928;;;;;0.305;;;174.44;208.544;;;0;1.580.615.385;5.249.454.615
3413;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;1993;Elec - Distribution;25157;21796;73348.47;;131;;;;;;0.0898;;;;;0.30495319;;;191.744;219.564;;;0;1.663.816.794;5.599.119.847
3414;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;1994;Elec - Distribution;26841;23111;78215.79;827;149;;;;;;0.0877;;;;;0.304790355;;;205.088;235.248;;;0;1.551.073.826;5.249.381.879
3415;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;1995;Elec - Distribution;28988;24928;80901.84;885;107;;;;;;0.0983;;;;;0.309881762;;;226.058;248.712;;;0;2.329.719.626;7.560.919.626
3416;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;1996;Elec - Distribution;30684;26361;83951.9;957;114;;;;;;0.0964;;;;;0.308884817;;;261.117;277.914;;;1;2.312.368.421;7.364.201.754
3417;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;1997;Elec - Distribution;31870;27343;91348.44;1092;1.100.583.614;;;;;;0.0951;;;;;0.302;;;293.012;310.93;;;1;2.484.409.148;830
3418;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;1998;Elec - Distribution;35766;30683;100226.6;1143;1.177.750.881;;;;;;0.0894;;;2.36;2.34;0.331;2651;;325.68;334.512;;;1;2.605.219.872;851
3419;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;1999;Elec - Distribution;37588;32253;103968.83;;1.224.603.416;;;;;;0.0823;;;5.16;14.59;0.33;2566;;325.314;332.31;;;1;2.633.750.615;849
3420;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;2000;Elec - Distribution;38769;33199;103172.09;;1.212.362.985;;;;;;0.089;;;11.5;17.33;;2555;;372.62;391.22;;;1;2.738.371.298;851
3421;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;2001;Elec - Distribution;40374;34638;93006;;103.34;;;;;;0.0702;;;13.93;24.67;;2520;;383.877;442.221;;;1;3.351.848.268;900
3422;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;2002;Elec - Distribution;42398;36571;103472;;110.17;;;;;;;;;12.66;23.54;;2772;;400.32;411.84;;;1;3.319.506.218;9.392.030.498
3423;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;2003;Elec - Distribution;43682;37658;112435;;117;;;;;;;;;123.825;22.62;;2528;;448.8;404;;;1;3.218.632.479;960.982.906
3424;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;2004;Elec - Distribution;45287;39157;118966;;103;;;;;;;;;8.34;10.23;;3007;;455.942;403.27;;;1;3.801.650.485;1.155.009.709
3425;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;2005;Elec - Distribution;47189;40944;126031;;102;;;;;;;;;8.37;6.87;;3621;;451.605;398.475;;;1;4.014.117.647;1.235.598.039
3426;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;2006;Elec - Distribution;49287;42677;136659.15;;;;;;;;;;;;;;;;47.152.461;40.854.417;;;1;;
3427;Bolivia;Compaia Elctrica de Sucre S.A.;CESSA;108;2007;Elec - Distribution;;;;;;;;;;;;;;;;;;;;;;;;;
3428;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;1987;Elec - Distribution;78959;67192;363187;;297;;;;;;0.087939698;;;;;;;;;;;;0;2.262.356.902;1.222.851.852
3429;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;1988;Elec - Distribution;84946;72402;381819;;335;;;;;;0.095011876;;;;;;;;;;;;0;2.161.253.731;1.139.758.209
3430;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;1989;Elec - Distribution;93060;79548;397027;;365;;;;;;0.091533181;;;;;0.78;;;;;;;0;217.939.726;1.087.745.205
3431;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;1990;Elec - Distribution;104874;90403;411508.2;;399;;;;;;0.0959;;;;;0.8;;;1.316.795;1.557.943;;;0;2.265.739.348;1.031.348.872
3432;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;1991;Elec - Distribution;112306;96790;452664.95;;405;;;;;;0.1018;;;;;0.8;;;1.564.897;1.801.243;;;0;2.389.876.543;1.117.691.235
3433;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;1992;Elec - Distribution;120543;103976;499490;;449;;;;;;0.1045;;;;;0.819756061;;;174.44;200.704;;;0;2.315.723.831;1.112.449.889
3434;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;1993;Elec - Distribution;129928;112263;566222;;510;;;;;;0.0751;;;;;0.84;;;191.316;221.276;;;0;2.201.235.294;1.110.239.216
3435;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;1994;Elec - Distribution;141721;123037;651557;4983;523;;;;;;0.0646;;;;;0.84;;;211.584;242.672;;;0;2.352.523.901;1.245.806.883
3436;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;1995;Elec - Distribution;152589;132810;701767;5104;509;;;;;;0.0864;;;10.64;8.13;0.79;;;234.252;278.596;;;0;2.609.233.792;1.378.717.092
3437;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;1996;Elec - Distribution;162105;139526;774363;5486;498;;;;;;0.0796;;;14.3;8.15;0.81;;;277.405;295.729;;;1;2.801.726.908;1.554.945.783
3438;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;1997;Elec - Distribution;177521;149745;868681;5889;490;;;;;;0.0868;;;15.79;11.22;0.81;5208;;300.917;305.133;;;1;3.056.020.408;1.772.818.367
3439;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;1998;Elec - Distribution;192594;162029;954833.34;6755.5;513;;;;;;0.0895;;;9.24;10.76;0.83;38935;;315.192;315.192;;;1;3.158.460.039;1.861.273.567
3440;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;1999;Elec - Distribution;207256;175041;1032518.1;7622;517;;;;;;0.0915;;;7.1;9.69;;36234;;321.816;331.144;;;1;3.385.705.996;1.997.133.656
3441;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;2000;Elec - Distribution;215779;183844;1047046.92;7978;532;248.62;;;;;0.0786;;;5.57;5.82;;44580;;373.24;376.96;;;1;3.455.714.286;1.968.133.308
3442;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;2001;Elec - Distribution;221369;190192;1.042.487.364;8690.35;525;225.42;;;;;0.0915;;;4.41;4.11;;40695;;395.148;315.588;;;1;3.622.704.762;1.985.690.217
3443;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;2002;Elec - Distribution;230898;199502;1073126;9280.73;495;244.8;;525835425;108589209;634424634;0.0981;;;3.43;3.16;;46221;;440.64;325.44;;;1;4.030.343.434;2.167.931.313
3444;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;2003;Elec - Distribution;238958;207834;1107228;9545.63;490;254.4;;553180458;177760963;730941421;0.1062;;;35.025;4.06;;43765;;488.8;360;;;1;4.241.510.204;225.964.898
3445;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;2004;Elec - Distribution;250600;218809;1220961;9947.13;432;251.015;;574573631;306373586;880947217;0.1045;;;2.53;2.18;;39872;;496.269;356.359;;;1;5.065.023.148;2.826.298.611
3446;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;2005;Elec - Distribution;266336;233329;1316306;11033;493;;;;;;0.0939;;;2.2;3.32;;46520;;494.27;353.395;;;1;4.732.839.757;2.669.991.886
3447;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;2006;Elec - Distribution;281317;247323;1413680.1;11714;;;;;;;0.0991;;;;;;;;52.290.339;37.208.181;;;1;;
3448;Bolivia;Cooperativa Rural de Electrificacion - REA INTERGRADA;CRE ;109;2007;Elec - Distribution;;;1467504;12002;;;;;;;0.0937;;;;;;;;;;;;1;;
3449;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;1987;Elec - Distribution;139989;121696;560357;;511;;;;;;0.167938931;;;;;;;;;;;;0;2.381.526.419;1.096.589.041
3450;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;1988;Elec - Distribution;148397;128940;627867;;529;;;;;;0.161589404;;;;;;;;;;;;0;2.437.429.112;118.689.414
3451;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;1989;Elec - Distribution;156830;135645;669864;;563;;;;;;0.138817481;;;;;;;;;;;;0;2.409.325.044;1.189.811.723
3452;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;1990;Elec - Distribution;167161;144421;539580.5;;5.356.973.641;;;;;;0.1585;;;;;;;;1.009.014;942.381;;;0;2.695.943.823;1.007.248.749
3453;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;1991;Elec - Distribution;177234;153151;574502.52;;5.097.187.672;;;;;;0.1526;;;;;;;;1.317.808;1.264.093;;;0;3.004.617.642;1.127.097.052
3454;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;1992;Elec - Distribution;187294;161764;615705.1;;485;;;;;;0.1442;;;;;0.72;;;155.232;156.8;;;0;3.335.340.206;1.269.495.052
3455;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;1993;Elec - Distribution;196589;169505;646222.2;;487;;;;;;0.1369;;;;;;;;184.04;188.748;;;0;3.480.595.483;1.326.944.969
3456;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;1994;Elec - Distribution;210132;179979;683087.1;;484;;;;;;0.1353;;;;;;;;213.44;212.512;;;0;371.857.438;1.411.336.983
3457;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;1995;Elec - Distribution;223958;191126;715248.6;;478;;;;;;0.1192;;;;;;;;235.698;228.468;;;0;3.998.451.883;1.496.335.983
3458;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;1996;Elec - Distribution;238794;203440;774904;;372;;;;;;0.1043;;;;;;;;256.536;247.374;;;1;5.468.817.204;2.083.075.269
3459;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;1997;Elec - Distribution;250588;214251;826430.89;;2.899.757.509;;;;;;0.1045;;;;;;15369;;281.418;269.297;;;1;7.388.583.333;2850
3460;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;1998;Elec - Distribution;263829;227030;859346.4;;2.763.171.704;;;;;;0.1058;;;4;3.03;;20744;;316.848;302.496;;;1;8.216.282.747;3110
3461;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;1999;Elec - Distribution;279509;242452;910841.15;;2.900.767.994;;;;;;0.0933;;;3.52;4.3;;31536;;354.464;341.638;;;1;8.358.200.329;3140
3462;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;2000;Elec - Distribution;291619;254963;910374;3250.15;268;269.7;;;;;0.0869;;;3.98;3.15;;42414;;384.4;382.54;;;1;9.513.544.776;339.691.791
3463;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;2001;Elec - Distribution;301903;265860;910576;3555.8;266;281.775;;;;;0.088;;;2.99;2.59;;58744;;418.353;391.833;;;1;9.994.736.842;3.423.218.045
3464;Bolivia;Electricidad De La Paz S.A.(FORMED ON THE BASIS OF COBEE'S DISTRIBUTION ASSETS IN LA PAZ, EL ATO AND VIACHA. SOLD BY COBEE TO OTHER PRIVATE INVESTORS IN DECEMBER 1995) (SEPARATE INFORMATION WAS AVAILABLE BEFORE 1996);ELECTROPAZ;110;2002;Elec - Distribution;311002;274366;917368;3717.66;260;252;;;;;0.1082;;;2.87;3.13;;61236;;417.6;329.04;;;1;1.055.253.846;3.528.338.462
